,file,v,R,maxFR,timingFR,spikes,stimulus,repet,delta,m,S,pval,R2,adjR,mu,NPTS,TPTS,residuals,keeppoints,var,treac
142,10M2,20,15.0,,,,,,0.09418837675350701,,2.506850027242153e-09,,,,5.332564379455316e-09,4,4,,0,2.506850027242153e-09,0.013999999999999985
143,10M2,40,15.0,,,,,,0.09418837675350701,,2.506850027242153e-09,,,,5.332564379455316e-09,4,4,,0,2.506850027242153e-09,0.0
144,13AP1,5,15.0,,,,,,0.08537074148296593,,5.094375892324226e-09,,,,7.395865028328016e-09,4,4,,0,5.094375892324226e-09,0.06799999999999995
145,13AP1,20,15.0,,,,,,0.08537074148296593,,5.094375892324226e-09,,,,7.395865028328016e-09,4,4,,0,5.094375892324226e-09,-0.006000000000000005
146,13AP1,10,15.0,,,,,,0.08537074148296593,,5.094375892324226e-09,,,,7.395865028328016e-09,4,4,,0,5.094375892324226e-09,0.019999999999999962
147,13AP1,40,15.0,,,,,,0.08537074148296593,,5.094375892324226e-09,,,,7.395865028328016e-09,4,4,,0,5.094375892324226e-09,-0.010000000000000009
148,13AP3,5,15.0,,,,,,0.05250501002004008,,1.4060142380839685e-11,,,,1.175205417418078e-08,2,4,,0,1.4060142380839685e-11,19.198
149,13AP3,40,15.0,,,,,,0.05250501002004008,,1.4060142380839685e-11,,,,1.175205417418078e-08,2,4,,0,1.4060142380839685e-11,0.018000000000000002
150,13AP3,10,15.0,,,,,,0.05250501002004008,,1.4060142380839685e-11,,,,1.175205417418078e-08,2,4,,0,1.4060142380839685e-11,19.598000000000003
151,13AP3,20,15.0,,,,,,0.05250501002004008,,1.4060142380839685e-11,,,,1.175205417418078e-08,2,4,,0,1.4060142380839685e-11,0.006000000000000005
152,14AP3,10,15.0,,,,,,0.1719438877755511,,3.9256139351218e-09,,,,4.937681911721254e-09,4,4,,0,3.9256139351218e-09,0.11599999999999999
153,14AP3,20,15.0,,,,,,0.1719438877755511,,3.9256139351218e-09,,,,4.937681911721254e-09,4,4,,0,3.9256139351218e-09,0.045999999999999985
154,14AP3,40,15.0,,,,,,0.1719438877755511,,3.9256139351218e-09,,,,4.937681911721254e-09,4,4,,0,3.9256139351218e-09,0.07599999999999998
155,14AP3,5,15.0,,,,,,0.1719438877755511,,3.9256139351218e-09,,,,4.937681911721254e-09,4,4,,0,3.9256139351218e-09,0.03399999999999992
156,16AP2,5,15.0,,,,,,0.06933867735470942,,4.133639326136861e-09,,,,6.956781343942544e-09,3,4,,0,4.133639326136861e-09,19.198
157,16AP2,40,15.0,,,,,,0.06933867735470942,,4.133639326136861e-09,,,,6.956781343942544e-09,3,4,,0,4.133639326136861e-09,-0.02600000000000001
158,16AP2,20,15.0,,,,,,0.06933867735470942,,4.133639326136861e-09,,,,6.956781343942544e-09,3,4,,0,4.133639326136861e-09,0.013999999999999985
159,16AP2,10,15.0,,,,,,0.06933867735470942,,4.133639326136861e-09,,,,6.956781343942544e-09,3,4,,0,4.133639326136861e-09,0.008000000000000007
160,18M1,20,15.0,,,,,,0.061322645290581165,,3.72875611875562e-09,,,,5.9832550247699176e-09,4,4,,0,3.72875611875562e-09,-0.036000000000000004
161,18M1,40,15.0,,,,,,0.061322645290581165,,3.72875611875562e-09,,,,5.9832550247699176e-09,4,4,,0,3.72875611875562e-09,-0.034
162,18M1,10,15.0,,,,,,0.061322645290581165,,3.72875611875562e-09,,,,5.9832550247699176e-09,4,4,,0,3.72875611875562e-09,-0.016000000000000014
163,18M1,5,15.0,,,,,,0.061322645290581165,,3.72875611875562e-09,,,,5.9832550247699176e-09,4,4,,0,3.72875611875562e-09,0.01200000000000001
164,19AP2,40,15.0,,,,,,0.19198396793587175,,2.1277197785014995e-09,,,,2.6188876515158973e-09,2,4,,0,2.1277197785014995e-09,-0.048
165,19AP2,20,15.0,,,,,,0.19198396793587175,,2.1277197785014995e-09,,,,2.6188876515158973e-09,2,4,,0,2.1277197785014995e-09,-0.008000000000000007
166,19AP2,5,15.0,,,,,,0.19198396793587175,,2.1277197785014995e-09,,,,2.6188876515158973e-09,2,4,,0,2.1277197785014995e-09,19.198
167,19AP2,10,15.0,,,,,,0.19198396793587175,,2.1277197785014995e-09,,,,2.6188876515158973e-09,2,4,,0,2.1277197785014995e-09,0.07200000000000001
168,21M1,40,15.0,,,,,,0.06533066132264528,,2.881719918285872e-09,,,,4.83326529227514e-09,4,4,,0,2.881719918285872e-09,-0.03
169,21M1,5,15.0,,,,,,0.06533066132264528,,2.881719918285872e-09,,,,4.83326529227514e-09,4,4,,0,2.881719918285872e-09,-0.07400000000000007
170,21M1,20,15.0,,,,,,0.06533066132264528,,2.881719918285872e-09,,,,4.83326529227514e-09,4,4,,0,2.881719918285872e-09,-0.032
171,21M1,10,15.0,,,,,,0.06533066132264528,,2.881719918285872e-09,,,,4.83326529227514e-09,4,4,,0,2.881719918285872e-09,-0.0040000000000000036
172,21AP1,40,15.0,,,,,,0.08817635270541083,,1.7784512626963654e-09,,,,3.030214868528956e-09,2,4,,0,1.7784512626963654e-09,-0.006000000000000005
173,21AP1,10,15.0,,,,,,0.08817635270541083,,1.7784512626963654e-09,,,,3.030214868528956e-09,2,4,,0,1.7784512626963654e-09,0.846
174,21AP1,20,15.0,,,,,,0.08817635270541083,,1.7784512626963654e-09,,,,3.030214868528956e-09,2,4,,0,1.7784512626963654e-09,0.0020000000000000018
175,21AP1,5,15.0,,,,,,0.08817635270541083,,1.7784512626963654e-09,,,,3.030214868528956e-09,2,4,,0,1.7784512626963654e-09,0.5660000000000001
176,21AP2,20,15.0,,,,,,0.08577154308617234,,7.399587919463152e-13,,,,3.4337029012766027e-09,2,4,,0,7.399587919463152e-13,-0.018000000000000016
177,21AP2,10,15.0,,,,,,0.08577154308617234,,7.399587919463152e-13,,,,3.4337029012766027e-09,2,4,,0,7.399587919463152e-13,19.598000000000003
178,21AP2,40,15.0,,,,,,0.08577154308617234,,7.399587919463152e-13,,,,3.4337029012766027e-09,2,4,,0,7.399587919463152e-13,0.018000000000000002
179,21AP2,5,15.0,,,,,,0.08577154308617234,,7.399587919463152e-13,,,,3.4337029012766027e-09,2,4,,0,7.399587919463152e-13,19.198
180,2AP1,20,25.0,,,,,,0.03406813627254509,,3.6679249881090407e-09,,,,2.441006773817362e-08,4,4,,0,3.6679249881090407e-09,-0.01200000000000001
181,2AP1,10,25.0,,,,,,0.03406813627254509,,3.6679249881090407e-09,,,,2.441006773817362e-08,4,4,,0,3.6679249881090407e-09,0.008000000000000007
182,2AP1,40,25.0,,,,,,0.03406813627254509,,3.6679249881090407e-09,,,,2.441006773817362e-08,4,4,,0,3.6679249881090407e-09,-0.008000000000000007
183,2AP1,5,25.0,,,,,,0.03406813627254509,,3.6679249881090407e-09,,,,2.441006773817362e-08,4,4,,0,3.6679249881090407e-09,0.02200000000000002
184,2AP2,40,25.0,,,,,,0.030861723446893786,,3.818409832137491e-09,,,,2.2007583434833976e-08,4,4,,0,3.818409832137491e-09,-0.01200000000000001
185,2AP2,5,25.0,,,,,,0.030861723446893786,,3.818409832137491e-09,,,,2.2007583434833976e-08,4,4,,0,3.818409832137491e-09,0.014000000000000012
186,2AP2,20,25.0,,,,,,0.030861723446893786,,3.818409832137491e-09,,,,2.2007583434833976e-08,4,4,,0,3.818409832137491e-09,-0.03
187,2AP2,10,25.0,,,,,,0.030861723446893786,,3.818409832137491e-09,,,,2.2007583434833976e-08,4,4,,0,3.818409832137491e-09,0.0
188,2AP3,10,25.0,,,,,,0.07575150300601202,,5.158834424513342e-09,,,,1.3278377458906568e-08,4,4,,0,5.158834424513342e-09,-0.0040000000000000036
189,2AP3,20,25.0,,,,,,0.07575150300601202,,5.158834424513342e-09,,,,1.3278377458906568e-08,4,4,,0,5.158834424513342e-09,0.013999999999999985
190,2AP3,5,25.0,,,,,,0.07575150300601202,,5.158834424513342e-09,,,,1.3278377458906568e-08,4,4,,0,5.158834424513342e-09,0.014000000000000012
191,2AP3,40,25.0,,,,,,0.07575150300601202,,5.158834424513342e-09,,,,1.3278377458906568e-08,4,4,,0,5.158834424513342e-09,-0.018000000000000002
192,3AP2,20,25.0,,,,,,0.07575150300601202,,6.2052614051585495e-09,,,,1.2765490686050517e-08,3,4,,0,6.2052614051585495e-09,0.0020000000000000018
193,3AP2,5,25.0,,,,,,0.07575150300601202,,6.2052614051585495e-09,,,,1.2765490686050517e-08,3,4,,0,6.2052614051585495e-09,19.198
194,3AP2,40,25.0,,,,,,0.07575150300601202,,6.2052614051585495e-09,,,,1.2765490686050517e-08,3,4,,0,6.2052614051585495e-09,-0.018000000000000002
195,3AP2,10,25.0,,,,,,0.07575150300601202,,6.2052614051585495e-09,,,,1.2765490686050517e-08,3,4,,0,6.2052614051585495e-09,0.016000000000000014
196,4AP1,10,25.0,,,,,,0.06973947895791584,,4.851752095672902e-09,,,,1.2699432776355733e-08,4,4,,0,4.851752095672902e-09,-0.006000000000000005
197,4AP1,5,25.0,,,,,,0.06973947895791584,,4.851752095672902e-09,,,,1.2699432776355733e-08,4,4,,0,4.851752095672902e-09,-0.010000000000000009
198,4AP1,40,25.0,,,,,,0.06973947895791584,,4.851752095672902e-09,,,,1.2699432776355733e-08,4,4,,0,4.851752095672902e-09,-0.024000000000000007
199,4AP1,20,25.0,,,,,,0.06973947895791584,,4.851752095672902e-09,,,,1.2699432776355733e-08,4,4,,0,4.851752095672902e-09,0.0040000000000000036
200,5M2,5,25.0,,,,,,0.09619238476953908,,4.2934303825685e-09,,,,8.21239070914147e-09,3,4,,0,4.2934303825685e-09,-0.124
201,5M2,40,25.0,,,,,,0.09619238476953908,,4.2934303825685e-09,,,,8.21239070914147e-09,3,4,,0,4.2934303825685e-09,0.0020000000000000018
202,5M2,10,25.0,,,,,,0.09619238476953908,,4.2934303825685e-09,,,,8.21239070914147e-09,3,4,,0,4.2934303825685e-09,19.598000000000003
203,5M2,20,25.0,,,,,,0.09619238476953908,,4.2934303825685e-09,,,,8.21239070914147e-09,3,4,,0,4.2934303825685e-09,0.021999999999999992
204,5AP1,10,25.0,,,,,,0.03206412825651302,,8.178038668057777e-09,,,,1.1302001103417612e-08,4,4,,0,8.178038668057777e-09,-0.038000000000000034
205,5AP1,40,25.0,,,,,,0.03206412825651302,,8.178038668057777e-09,,,,1.1302001103417612e-08,4,4,,0,8.178038668057777e-09,-0.062000000000000006
206,5AP1,20,25.0,,,,,,0.03206412825651302,,8.178038668057777e-09,,,,1.1302001103417612e-08,4,4,,0,8.178038668057777e-09,-0.164
207,5AP1,5,25.0,,,,,,0.03206412825651302,,8.178038668057777e-09,,,,1.1302001103417612e-08,4,4,,0,8.178038668057777e-09,0.018000000000000016
208,6AP3,10,25.0,,,,,,0.09579158316633267,,3.053814832308957e-09,,,,5.949039428555701e-09,4,4,,0,3.053814832308957e-09,-0.014000000000000012
209,6AP3,5,25.0,,,,,,0.09579158316633267,,3.053814832308957e-09,,,,5.949039428555701e-09,4,4,,0,3.053814832308957e-09,-0.17400000000000004
210,6AP3,20,25.0,,,,,,0.09579158316633267,,3.053814832308957e-09,,,,5.949039428555701e-09,4,4,,0,3.053814832308957e-09,-0.07200000000000001
211,6AP3,40,25.0,,,,,,0.09579158316633267,,3.053814832308957e-09,,,,5.949039428555701e-09,4,4,,0,3.053814832308957e-09,0.0020000000000000018
212,6AP4,40,25.0,,,,,,0.07334669338677355,,3.9951985244939015e-09,,,,8.606074482511056e-09,4,4,,0,3.9951985244939015e-09,0.0059999999999999915
213,6AP4,10,25.0,,,,,,0.07334669338677355,,3.9951985244939015e-09,,,,8.606074482511056e-09,4,4,,0,3.9951985244939015e-09,-0.02200000000000002
214,6AP4,20,25.0,,,,,,0.07334669338677355,,3.9951985244939015e-09,,,,8.606074482511056e-09,4,4,,0,3.9951985244939015e-09,-0.12400000000000001
215,6AP4,5,25.0,,,,,,0.07334669338677355,,3.9951985244939015e-09,,,,8.606074482511056e-09,4,4,,0,3.9951985244939015e-09,-0.062000000000000055
216,7AP1,5,25.0,,,,,,0.08176352705410822,,2.8956466423456095e-09,,,,1.5620770498901378e-08,4,4,,0,2.8956466423456095e-09,0.010000000000000009
217,7AP1,20,25.0,,,,,,0.08176352705410822,,2.8956466423456095e-09,,,,1.5620770498901378e-08,4,4,,0,2.8956466423456095e-09,0.021999999999999992
218,7AP1,40,25.0,,,,,,0.08176352705410822,,2.8956466423456095e-09,,,,1.5620770498901378e-08,4,4,,0,2.8956466423456095e-09,0.01999999999999999
219,7AP1,10,25.0,,,,,,0.08176352705410822,,2.8956466423456095e-09,,,,1.5620770498901378e-08,4,4,,0,2.8956466423456095e-09,0.016000000000000014
220,7AP3,20,25.0,,,,,,0.14869739478957916,,2.6327994798642998e-09,,,,5.8625707722202945e-09,3,4,,0,2.6327994798642998e-09,-0.048000000000000015
221,7AP3,5,25.0,,,,,,0.14869739478957916,,2.6327994798642998e-09,,,,5.8625707722202945e-09,3,4,,0,2.6327994798642998e-09,-0.02200000000000002
222,7AP3,10,25.0,,,,,,0.14869739478957916,,2.6327994798642998e-09,,,,5.8625707722202945e-09,3,4,,0,2.6327994798642998e-09,-0.0020000000000000018
223,7AP3,40,25.0,,,,,,0.14869739478957916,,2.6327994798642998e-09,,,,5.8625707722202945e-09,3,4,,0,2.6327994798642998e-09,19.898
224,8AP1,40,25.0,,,,,,0.07374749498997996,,4.543254783198246e-09,,,,1.2147417713080312e-08,4,4,,0,4.543254783198246e-09,-0.018000000000000002
225,8AP1,20,25.0,,,,,,0.07374749498997996,,4.543254783198246e-09,,,,1.2147417713080312e-08,4,4,,0,4.543254783198246e-09,-0.008000000000000007
226,8AP1,10,25.0,,,,,,0.07374749498997996,,4.543254783198246e-09,,,,1.2147417713080312e-08,4,4,,0,4.543254783198246e-09,0.0040000000000000036
227,8AP1,5,25.0,,,,,,0.07374749498997996,,4.543254783198246e-09,,,,1.2147417713080312e-08,4,4,,0,4.543254783198246e-09,-0.0020000000000000018
228,9M1,5,25.0,,,,,,0.09579158316633267,,3.9706047750733095e-09,,,,8.977315681514988e-09,4,4,,0,3.9706047750733095e-09,-0.03600000000000003
229,9M1,20,25.0,,,,,,0.09579158316633267,,3.9706047750733095e-09,,,,8.977315681514988e-09,4,4,,0,3.9706047750733095e-09,-0.025999999999999995
230,9M1,10,25.0,,,,,,0.09579158316633267,,3.9706047750733095e-09,,,,8.977315681514988e-09,4,4,,0,3.9706047750733095e-09,0.014000000000000012
231,9M1,40,25.0,,,,,,0.09579158316633267,,3.9706047750733095e-09,,,,8.977315681514988e-09,4,4,,0,3.9706047750733095e-09,0.0020000000000000018
232,9M2,40,25.0,,,,,,0.08577154308617234,,6.056726697608945e-09,,,,1.3053090037745297e-08,3,4,,0,6.056726697608945e-09,-0.008000000000000007
233,9M2,5,25.0,,,,,,0.08577154308617234,,6.056726697608945e-09,,,,1.3053090037745297e-08,3,4,,0,6.056726697608945e-09,19.198
234,9M2,10,25.0,,,,,,0.08577154308617234,,6.056726697608945e-09,,,,1.3053090037745297e-08,3,4,,0,6.056726697608945e-09,0.014000000000000012
235,9M2,20,25.0,,,,,,0.08577154308617234,,6.056726697608945e-09,,,,1.3053090037745297e-08,3,4,,0,6.056726697608945e-09,0.023999999999999994
236,10AP1,5,25.0,,,,,,0.06452905811623247,,2.106730639711916e-09,,,,1.1757614659294121e-08,4,4,,0,2.106730639711916e-09,-0.05600000000000005
237,10AP1,10,25.0,,,,,,0.06452905811623247,,2.106730639711916e-09,,,,1.1757614659294121e-08,4,4,,0,2.106730639711916e-09,-0.02400000000000002
238,10AP1,40,25.0,,,,,,0.06452905811623247,,2.106730639711916e-09,,,,1.1757614659294121e-08,4,4,,0,2.106730639711916e-09,-0.006000000000000005
239,10AP1,20,25.0,,,,,,0.06452905811623247,,2.106730639711916e-09,,,,1.1757614659294121e-08,4,4,,0,2.106730639711916e-09,-0.01200000000000001
240,10AP2,40,25.0,,,,,,0.08977955911823647,,5.026705244174322e-09,,,,1.0330355405846276e-08,4,4,,0,5.026705244174322e-09,-0.0040000000000000036
241,10AP2,20,25.0,,,,,,0.08977955911823647,,5.026705244174322e-09,,,,1.0330355405846276e-08,4,4,,0,5.026705244174322e-09,-0.034
242,10AP2,5,25.0,,,,,,0.08977955911823647,,5.026705244174322e-09,,,,1.0330355405846276e-08,4,4,,0,5.026705244174322e-09,0.014000000000000012
243,10AP2,10,25.0,,,,,,0.08977955911823647,,5.026705244174322e-09,,,,1.0330355405846276e-08,4,4,,0,5.026705244174322e-09,0.016000000000000014
244,10AP3,5,25.0,,,,,,0.07855711422845692,,5.163791794290525e-10,,,,1.3249837621808078e-08,4,4,,0,5.163791794290525e-10,0.0020000000000000018
245,10AP3,10,25.0,,,,,,0.07855711422845692,,5.163791794290525e-10,,,,1.3249837621808078e-08,4,4,,0,5.163791794290525e-10,-0.020000000000000018
246,10AP3,20,25.0,,,,,,0.07855711422845692,,5.163791794290525e-10,,,,1.3249837621808078e-08,4,4,,0,5.163791794290525e-10,0.0
247,10AP3,40,25.0,,,,,,0.07855711422845692,,5.163791794290525e-10,,,,1.3249837621808078e-08,4,4,,0,5.163791794290525e-10,0.021999999999999992
248,11AP1,40,25.0,,,,,,0.04969939879759519,,2.0874309811464842e-09,,,,1.5071371277558587e-08,4,4,,0,2.0874309811464842e-09,-0.006000000000000005
249,11AP1,10,25.0,,,,,,0.04969939879759519,,2.0874309811464842e-09,,,,1.5071371277558587e-08,4,4,,0,2.0874309811464842e-09,-0.04999999999999999
250,11AP1,5,25.0,,,,,,0.04969939879759519,,2.0874309811464842e-09,,,,1.5071371277558587e-08,4,4,,0,2.0874309811464842e-09,0.0020000000000000018
251,11AP1,20,25.0,,,,,,0.04969939879759519,,2.0874309811464842e-09,,,,1.5071371277558587e-08,4,4,,0,2.0874309811464842e-09,-0.014000000000000012
252,11AP2,10,25.0,,,,,,0.07575150300601202,,2.663571343997039e-09,,,,5.866485120347979e-09,4,4,,0,2.663571343997039e-09,-0.04400000000000004
253,11AP2,40,25.0,,,,,,0.07575150300601202,,2.663571343997039e-09,,,,5.866485120347979e-09,4,4,,0,2.663571343997039e-09,-0.018000000000000002
254,11AP2,5,25.0,,,,,,0.07575150300601202,,2.663571343997039e-09,,,,5.866485120347979e-09,4,4,,0,2.663571343997039e-09,-0.14800000000000002
255,11AP2,20,25.0,,,,,,0.07575150300601202,,2.663571343997039e-09,,,,5.866485120347979e-09,4,4,,0,2.663571343997039e-09,-0.10200000000000001
256,14AP1,5,25.0,,,,,,0.026452905811623247,,2.024844744165933e-09,,,,2.3300791027466728e-08,3,4,,0,2.024844744165933e-09,19.198
257,14AP1,40,25.0,,,,,,0.026452905811623247,,2.024844744165933e-09,,,,2.3300791027466728e-08,3,4,,0,2.024844744165933e-09,-0.01200000000000001
258,14AP1,20,25.0,,,,,,0.026452905811623247,,2.024844744165933e-09,,,,2.3300791027466728e-08,3,4,,0,2.024844744165933e-09,-0.027999999999999997
259,14AP1,10,25.0,,,,,,0.026452905811623247,,2.024844744165933e-09,,,,2.3300791027466728e-08,3,4,,0,2.024844744165933e-09,-0.01200000000000001
260,14AP2,20,25.0,,,,,,0.06172344689378757,,3.424848620181549e-09,,,,1.0021373137886597e-08,4,4,,0,3.424848620181549e-09,-0.014000000000000012
261,14AP2,40,25.0,,,,,,0.06172344689378757,,3.424848620181549e-09,,,,1.0021373137886597e-08,4,4,,0,3.424848620181549e-09,-0.032
262,14AP2,5,25.0,,,,,,0.06172344689378757,,3.424848620181549e-09,,,,1.0021373137886597e-08,4,4,,0,3.424848620181549e-09,-0.04600000000000004
263,14AP2,10,25.0,,,,,,0.06172344689378757,,3.424848620181549e-09,,,,1.0021373137886597e-08,4,4,,0,3.424848620181549e-09,-0.055999999999999994
264,15AP1,20,25.0,,,,,,0.09218436873747494,,3.0037030087322918e-09,,,,6.941281819405481e-09,4,4,,0,3.0037030087322918e-09,0.008000000000000007
265,15AP1,40,25.0,,,,,,0.09218436873747494,,3.0037030087322918e-09,,,,6.941281819405481e-09,4,4,,0,3.0037030087322918e-09,-0.0020000000000000018
266,15AP1,5,25.0,,,,,,0.09218436873747494,,3.0037030087322918e-09,,,,6.941281819405481e-09,4,4,,0,3.0037030087322918e-09,-0.10799999999999998
267,15AP1,10,25.0,,,,,,0.09218436873747494,,3.0037030087322918e-09,,,,6.941281819405481e-09,4,4,,0,3.0037030087322918e-09,-0.11199999999999999
268,15AP2,20,25.0,,,,,,0.05090180360721443,,2.2333679607439234e-09,,,,1.216262935628823e-08,4,4,,0,2.2333679607439234e-09,-0.020000000000000018
269,15AP2,10,25.0,,,,,,0.05090180360721443,,2.2333679607439234e-09,,,,1.216262935628823e-08,4,4,,0,2.2333679607439234e-09,-0.04999999999999999
270,15AP2,5,25.0,,,,,,0.05090180360721443,,2.2333679607439234e-09,,,,1.216262935628823e-08,4,4,,0,2.2333679607439234e-09,-0.04200000000000004
271,15AP2,40,25.0,,,,,,0.05090180360721443,,2.2333679607439234e-09,,,,1.216262935628823e-08,4,4,,0,2.2333679607439234e-09,-0.020000000000000004
272,18AP2,10,25.0,,,,,,0.05811623246492986,,2.242861562190475e-09,,,,1.106067119380199e-08,4,4,,0,2.242861562190475e-09,-0.02400000000000002
273,18AP2,5,25.0,,,,,,0.05811623246492986,,2.242861562190475e-09,,,,1.106067119380199e-08,4,4,,0,2.242861562190475e-09,-0.07600000000000007
274,18AP2,20,25.0,,,,,,0.05811623246492986,,2.242861562190475e-09,,,,1.106067119380199e-08,4,4,,0,2.242861562190475e-09,-0.036000000000000004
275,18AP2,40,25.0,,,,,,0.05811623246492986,,2.242861562190475e-09,,,,1.106067119380199e-08,4,4,,0,2.242861562190475e-09,-0.010000000000000009
